Nombre,Cargo,Sexo,Departamento,Ciudades,Tipo de Agrupación,Nombre de Agrupación,Contar_x,201 - Gastos de Administración,202 - Gastos de oficina y adquisiciones,203 - Inversión en materiales y publicaciones,204 - Actos públicos,205 - Servicio de transporte y correo,206 - Gastos de capacitación e investigación politica,207 - Gastos judiciales y de rendición de cuentas,208 - Gastos de propaganda electoral,209 - Costos financieros,211 - Otros gastos,Total de Gastos,proportion 201 - Gastos de Administración,proportion 202 - Gastos de oficina y adquisiciones,proportion 203 - Inversión en materiales y publicaciones,proportion 204 - Actos públicos,proportion 205 - Servicio de transporte y correo,proportion 206 - Gastos de capacitación e investigación politica,proportion 207 - Gastos judiciales y de rendición de cuentas,proportion 208 - Gastos de propaganda electoral,proportion 209 - Costos financieros,proportion 211 - Otros gastos,Contar_y,101 - Recursos propios y familiares,102 - Donaciones de particulares,106 - Recursos de origen privado destinado por los partidos,107 - Rendimientos financieros,104 - Ingresos de actos públicos del partido,103 - Créditos de entidades financieras,105 - Financiación estatal - Anticipos,Total de Ingresos,proportion 101 - Recursos propios y familiares,proportion 102 - Donaciones de particulares,proportion 106 - Recursos de origen privado destinado por los partidos,proportion 107 - Rendimientos financieros,proportion 104 - Ingresos de actos públicos del partido,proportion 103 - Créditos de entidades financieras,proportion 105 - Financiación estatal - Anticipos,departamento_normalizado,ciudad_normalizado,DEPARTAMENTO,MUNICIPIO,TOTAL,TOPE GASTOS,MAX_CURUL,GERENTE DE CAMPAÑA,TOPE DONACIONES,Indice_Gastos,Indice_Donaciones,Indice_Cumplimiento_Total
alfonso_rafael_alfaro_tejeda,Alcaldia_fun,M,Magdalena,Plato,Coalicion Politica,UNIDOS CONSTRUYAMOS CONFIANZA,5.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,41500000.0,0.0,0.0,50000000.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,4.0,50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,magdalena,plato,MAGDALENA,PLATO,43231.0,274894466.0,1.0,SI,27489446.6,0.18188798315059568,0.0,0.09094399157529784
alfonso_ramon_hamburger_fernandez,Alcaldia_fun,M,Bolívar,San Jacinto,Agrupacion Politica,PARTIDO POLITICO DIGNIDAD & COMPROMISO,4.0,0.0,0.0,4203000.0,0.0,0.0,0.0,0.0,1100000.0,0.0,0.0,5303000.0,0.0,0.0,0.7925702432585329,0.0,0.0,0.0,0.0,0.2074297567414671,0.0,0.0,7.0,3000000.0,1250000.0,0.0,6000000.0,0.0,0.0,0.0,10250000.0,0.2926829268292683,0.12195121951219512,0.0,0.5853658536585366,0.0,0.0,0.0,bolivar,san jacinto,BOLIVAR,SAN JACINTO,22004.0,144319596.0,1.0,NO,14431959.600000001,0.036744836785712734,0.08661332449960571,0.06167908064265922
alfonso_suarez_moreno,Alcaldia_fun,M,Santander,Mogotes,Coalicion Politica,UNIDOS POR MOGOTES,10.0,5117582.0,778250.0,18786500.0,0.0,50000.0,0.0,500000.0,23332000.0,0.0,0.0,48564332.0,0.10537737860782272,0.016025135484206806,0.3868374015728251,0.0,0.00102956218979806,0.0,0.010295621897980601,0.48043490024736674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62950340.0,0.0,62950340.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,santander,mogotes,SANTANDER,MOGOTES,8018.0,144319596.0,1.0,NO,14431959.600000001,0.3365054597298069,0.0,0.16825272986490344
alfonso_tobias_blanco_albarracin,Alcaldia_fun,M,Boyacá,Guacamayas,Agrupacion Politica,"PARTIDO DE LA UNION POR LA GENTE ""PARTIDO DE LA U""",3.0,0.0,0.0,300000.0,0.0,693074.0,0.0,0.0,0.0,0.0,66700.0,1059774.0,0.0,0.0,0.2830792225512232,0.0,0.6539828303015549,0.0,0.0,0.0,0.0,0.06293794714722195,1.0,1059774.0,0.0,0.0,0.0,0.0,0.0,0.0,1059774.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,boyaca,guacamayas,BOYACA,GUACAMAYAS,1626.0,144319596.0,1.0,NO,14431959.600000001,0.007343243948659612,0.0,0.003671621974329806
alfredo_antonio_garcia_reyes,Alcaldia_fun,M,Tolima,Anzoátegui,Agrupacion Politica,MOVIMIENTO ALIANZA DEMOCRATICA AMPLIA,8.0,1800000.0,0.0,2600000.0,12430000.0,0.0,3200000.0,2000000.0,6600000.0,0.0,0.0,28630000.0,0.06287111421585749,0.0,0.09081383164512749,0.4341599720572826,0.0,0.11177086971707999,0.069856793573175,0.23052741879147748,0.0,0.0,2.0,28630000.0,0.0,0.0,0.0,0.0,0.0,0.0,28630000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tolima,anzoategui,TOLIMA,ANZOATEGUI,8542.0,144319596.0,1.0,NO,14431959.600000001,0.19837915843389695,0.0,0.09918957921694847
alfredo_antonio_navarro_manga,Alcaldia_fun,M,Magdalena,Sitionuevo,Agrupacion Politica,PARTIDO DEMOCRATA COLOMBIANO,1.0,18000000.0,0.0,35000000.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,70000000.0,0.2571428571428571,0.0,0.5,0.24285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70000000.0,0.0,0.0,0.0,0.0,70000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,magdalena,sitionuevo,MAGDALENA,SITIONUEVO,21471.0,144319596.0,1.0,NO,14431959.600000001,0.48503461719779206,0.0,0.24251730859889603
alfredo_antonio_renteria_roa,Alcaldia_fun,M,Cundinamarca,Tena,Agrupacion Politica,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",3.0,6960000.0,1250000.0,3000000.0,6000000.0,4790000.0,0.0,0.0,1000000.0,0.0,0.0,23000000.0,0.3026086956521739,0.05434782608695652,0.13043478260869565,0.2608695652173913,0.2082608695652174,0.0,0.0,0.043478260869565216,0.0,0.0,1.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,cundinamarca,tena,CUNDINAMARCA,TENA,7601.0,144319596.0,1.0,NO,14431959.600000001,0.15936851707927452,1.3858131919936914,0.7725908545364829
alfredo_barrios_ortega,Alcaldia_fun,M,Cesar,Astrea,Coalicion Politica,ASTREA CON DESARROLLO SOSTENIBLE,22.0,29100000.0,0.0,31169000.0,20000000.0,24000000.0,0.0,19500000.0,3000000.0,0.0,0.0,126769000.0,0.22955138874646008,0.0,0.24587241360269466,0.157767277488976,0.1893207329867712,0.0,0.1538230955517516,0.0236650916233464,0.0,0.0,4.0,115469000.0,0.0,0.0,0.0,0.0,0.0,0.0,115469000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cesar,astrea,CESAR,ASTREA,16621.0,144319596.0,1.0,NO,14431959.600000001,0.8783907626792414,0.0,0.4391953813396207
alfredo_bohorquez_gallardo,Alcaldia_fun,M,Cesar,Pueblo Bello,Coalicion Politica,COALICION PCC-CR-PUEBLO BELLO,18.0,7500000.0,24000.0,0.0,3500000.0,0.0,0.0,3000000.0,70976000.0,0.0,0.0,85000000.0,0.08823529411764706,0.00028235294117647056,0.0,0.041176470588235294,0.0,0.0,0.03529411764705882,0.8350117647058823,0.0,0.0,3.0,85000000.0,0.0,0.0,0.0,0.0,0.0,0.0,85000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cesar,pueblo bello,CESAR,PUEBLO BELLO,22152.0,144319596.0,1.0,NO,14431959.600000001,0.5889706065973189,0.0,0.29448530329865946
alfredo_emiro_badel_echeverry,Alcaldia_fun,M,Córdoba,Pueblo Nuevo,Agrupacion Politica,MOVIMIENTO FUERZA CIUDADANA,1.0,0.0,0.0,975000.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,1475000.0,0.0,0.0,0.6610169491525424,0.0,0.0,0.0,0.3389830508474576,0.0,0.0,0.0,2.0,1475000.0,0.0,0.0,0.0,0.0,0.0,0.0,1475000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cordoba,pueblo nuevo,CORDOBA,PUEBLO NUEVO,27293.0,274894466.0,1.0,SI,27489446.6,0.005365695502942573,0.0,0.0026828477514712866
alfredo_esteban_varela_de_la_rosa,Gobernación,M,Atlántico,Desconocido,Coalicion Politica,ATLANTICO AVANZA,134.0,169983548.0,8000000.0,122665200.0,119000000.0,67665998.0,447758703.0,45000000.0,1581031974.0,13132570.0,0.0,2574237993.0,0.0660325690407134,0.0031077157674441955,0.04765107201958696,0.0462272720407324,0.026285836113055922,0.1739383476654328,0.017480901191873597,0.6141747493041526,0.005101536857008077,0.0,62.0,252647000.0,1810741763.0,0.0,0.0,0.0,800000000.0,0.0,2863388763.0,0.08823356550973516,0.6323771980940752,0.0,0.0,0.0,0.2793892363961896,0.0,atlantico,desconocido,,,,,,,,,,
alfredo_guillermo_molina_triana,Gobernación,M,Cundinamarca,Desconocido,Agrupacion Politica,AGRUPACION POLITICA EN MARCHA,44.0,65110331.0,0.0,0.0,0.0,20250000.0,0.0,0.0,278243461.0,0.0,96396206.0,459999998.0,0.14154419844149652,0.0,0.0,0.0,0.04402173932183365,0.0,0.0,0.6048770917603352,0.0,0.20955697047633465,14.0,275000000.0,311000000.0,0.0,0.0,0.0,0.0,0.0,586000000.0,0.46928327645051193,0.5307167235494881,0.0,0.0,0.0,0.0,0.0,cundinamarca,desconocido,,,,,,,,,,
alfredo_mayorga_peralta,Alcaldia_fun,M,Cundinamarca,Fusagasugá,Agrupacion Politica,MOVIMIENTO ALIANZA DEMOCRATICA AMPLIA,2.0,798686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798686.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,798686.0,0.0,0.0,0.0,0.0,0.0,0.0,798686.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cundinamarca,fusagasuga,CUNDINAMARCA,FUSAGASUGA,115411.0,1647076017.0,1.0,SI,164707601.70000002,0.00048491143806145287,0.0,0.00024245571903072643
alfredo_salgado_garcia,Alcaldia_fun,M,Bolívar,San Pablo,Agrupacion Politica,PARTIDO LIBERAL COLOMBIANO,10.0,4000000.0,1200000.0,29380000.0,6300000.0,500000.0,0.0,0.0,8640000.0,0.0,900000.0,50920000.0,0.07855459544383346,0.02356637863315004,0.5769835035349568,0.1237234878240377,0.009819324430479183,0.0,0.0,0.16967792615868027,0.0,0.01767478397486253,1.0,37000000.0,0.0,0.0,0.0,0.0,0.0,0.0,37000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bolivar,san pablo,BOLIVAR,SAN PABLO,20597.0,144319596.0,1.0,NO,14431959.600000001,0.35282803868159385,0.0,0.17641401934079692
alicia_isabel_lastre_meza,Alcaldia_fun,F,Sucre,San Juan de Betulia,Agrupacion Politica,PARTIDO LIBERAL COLOMBIANO,3.0,5100000.0,0.0,1599990.0,4856210.0,12000000.0,0.0,6000000.0,10443800.0,0.0,0.0,40000000.0,0.1275,0.0,0.03999975,0.12140525,0.3,0.0,0.15,0.261095,0.0,0.0,1.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sucre,san juan de betulia (betulia),SUCRE,SAN JUAN DE BETULIA (BETULIA),12190.0,144319596.0,1.0,NO,14431959.600000001,0.27716263839873834,0.0,0.13858131919936917
alicio_luque_martinez,Alcaldia_fun,M,Cundinamarca,Bituima,Coalicion Politica,POR EL COMPROMISO SERIEDAD Y RESULTADOS,20.0,9000000.0,5480500.0,5000000.0,26250000.0,25597464.0,0.0,150000.0,0.0,0.0,0.0,71477964.0,0.1259129317113733,0.0766739802493535,0.06995162872854073,0.36724605082483885,0.35811685962403744,0.0,0.002098548861856222,0.0,0.0,0.0,5.0,36000000.0,11150000.0,0.0,0.0,0.0,0.0,0.0,47150000.0,0.7635206786850477,0.23647932131495228,0.0,0.0,0.0,0.0,0.0,cundinamarca,bituima,CUNDINAMARCA,BITUIMA,2959.0,144319596.0,1.0,NO,14431959.600000001,0.49527552724025087,0.772590854536483,0.633933190888367
alina_marcela_restrepo_rodriguez,Alcaldia_fun,F,Antioquia,Barbosa,Agrupacion Politica,AGRUPACION POLITICA EN MARCHA,6.0,1949815.0,0.0,0.0,0.0,0.0,0.0,6000000.0,18603002.0,1947183.0,0.0,28500000.0,0.06841456140350877,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.6527369122807017,0.06832221052631579,0.0,5.0,4500000.0,24000000.0,0.0,0.0,0.0,0.0,0.0,28500000.0,0.15789473684210525,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,antioquia,barbosa,ANTIOQUIA,BARBOSA,46103.0,274894466.0,1.0,SI,27489446.6,0.10367615039583955,0.8730623191228593,0.4883692347593494
alinxon_andrey_sierra_laiton,Alcaldia_fun,M,Boyacá,Chiquinquirá,Agrupacion Politica,PARTIDO POLITICO DIGNIDAD & COMPROMISO,24.0,200000.0,0.0,450000.0,210000.0,6485000.0,0.0,3300000.0,4025000.0,45449.0,0.0,14715449.0,0.013591158516467965,0.0,0.030580106662052922,0.014270716442291363,0.4406933148964738,0.0,0.22425411552172142,0.2735220651439178,0.0030885228170747627,0.0,7.0,11865000.0,2400000.0,0.0,449.0,0.0,0.0,0.0,14265449.0,0.8317298670374834,0.1682386583135238,0.0,3.147464899282175e-05,0.0,0.0,0.0,boyaca,chiquinquira,BOYACA,CHIQUINQUIRA,43749.0,274894466.0,1.0,SI,27489446.6,0.05353126679530901,0.08730623191228593,0.07041874935379747
alirio_chacon_joven,Alcaldia_fun,M,Cundinamarca,San Antonio del Tequendama,Agrupacion Politica,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",6.0,0.0,1900000.0,0.0,0.0,0.0,0.0,0.0,2558000.0,0.0,500000.0,4958000.0,0.0,0.38321903993545786,0.0,0.0,0.0,0.0,0.0,0.5159338442920532,0.0,0.10084711577248891,1.0,4958000.0,0.0,0.0,0.0,0.0,0.0,0.0,4958000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cundinamarca,san antonio del tequendama,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,9248.0,144319596.0,1.0,NO,14431959.600000001,0.03435430902952361,0.0,0.017177154514761806
alirio_martinez_vega,Alcaldia_fun,M,Putumayo,Orito,Agrupacion Politica,PARTIDO POLITICO LA FUERZA DE LA PAZ,3.0,3000000.0,0.0,0.0,0.0,5805000.0,0.0,200000.0,550000.0,364150.0,0.0,9919150.0,0.3024452700080148,0.0,0.0,0.0,0.5852315974655087,0.0,0.02016301800053432,0.05544829950146938,0.03671181502447286,0.0,1.0,9919150.0,0.0,0.0,0.0,0.0,0.0,0.0,9919150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,putumayo,orito,PUTUMAYO,ORITO,29971.0,274894466.0,1.0,SI,27489446.6,0.036083483761364624,0.0,0.018041741880682312
alirio_pito_ramos,Alcaldia_fun,M,Cauca,Silvia,Agrupacion Politica,AGRUPACION POLITICA EN MARCHA,170.0,6900000.0,4092800.0,2264000.0,150000.0,36720120.0,0.0,6037000.0,0.0,0.0,0.0,56163920.0,0.12285467253710211,0.07287240634200746,0.04031057661217379,0.0026707537508065676,0.6538026548004484,0.0,0.10748893595746166,0.0,0.0,0.0,1.0,36871729.0,0.0,0.0,0.0,0.0,0.0,0.0,36871729.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cauca,silvia,CAUCA,SILVIA,24275.0,144319596.0,1.0,NO,14431959.600000001,0.38916350625039164,0.0,0.19458175312519582
alirio_rodriguez_quintero,Alcaldia_fun,M,Cauca,Corinto,Agrupacion Politica,PARTIDO ALIANZA VERDE,2.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cauca,corinto,CAUCA,CORINTO,19159.0,144319596.0,1.0,NO,14431959.600000001,0.048503461719779206,0.0,0.024251730859889603
alis_yaneth_infante_rodriguez,Alcaldia_fun,F,Cundinamarca,Paime,Agrupacion Politica,"PARTIDO DE LA UNION POR LA GENTE ""PARTIDO DE LA U""",4.0,0.0,0.0,20650000.0,45100000.0,0.0,0.0,250000.0,0.0,0.0,0.0,66000000.0,0.0,0.0,0.31287878787878787,0.6833333333333333,0.0,0.0,0.003787878787878788,0.0,0.0,0.0,5.0,82000000.0,0.0,0.0,0.0,0.0,0.0,0.0,82000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cundinamarca,paime,CUNDINAMARCA,PAIME,4990.0,144319596.0,1.0,NO,14431959.600000001,0.4573183533579182,0.0,0.2286591766789591
alonso_alirio_higuita_taborda,Alcaldia_fun,M,Antioquia,Vegachí,Agrupacion Politica,PARTIDO COLOMBIA RENACIENTE,27.0,9750000.0,179800.0,0.0,9887200.0,0.0,0.0,16500000.0,959617.0,0.0,15000000.0,52276617.0,0.18650786067507008,0.003439396240961805,0.0,0.18913236103246697,0.0,0.0,0.31562868729627247,0.018356524485890126,0.0,0.28693517026933857,3.0,70000000.0,0.0,0.0,0.0,0.0,0.0,0.0,70000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,antioquia,vegachi,ANTIOQUIA,VEGACHI,12087.0,144319596.0,1.0,NO,14431959.600000001,0.3622281273570084,0.0,0.1811140636785042
alonso_eduardo_rosero,Alcaldia_fun,M,Nariño,Ospina,Coalicion Politica,CON LA FUERZA DEL PUEBLO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,narino,ospina,NARIÑO,OSPINA,5993.0,144319596.0,1.0,NO,14431959.600000001,0.013858131919936916,0.0,0.006929065959968458
alonso_jose_blanco_noriega,Alcaldia_fun,M,Bolívar,Santa Rosa,Agrupacion Politica,PARTIDO CONSERVADOR COLOMBIANO,8.0,500000.0,0.0,0.0,15040000.0,0.0,0.0,0.0,35552000.0,0.0,0.0,51092000.0,0.009786267908870274,0.0,0.0,0.2943709386988178,0.0,0.0,0.0,0.6958427933923119,0.0,0.0,1.0,50592000.0,500000.0,0.0,0.0,0.0,0.0,0.0,51092000.0,0.9902137320911297,0.009786267908870274,0.0,0.0,0.0,0.0,0.0,bolivar,santa rosa,BOLIVAR,SANTA ROSA,16896.0,144319596.0,1.0,NO,14431959.600000001,0.35401983802670844,0.034645329799842285,0.19433258391327538
alvaro_alejandro_eder_garces,Alcaldia_fun,M,Valle del Cauca,Cali,Coalicion Politica,REVIVAMOS CALI,362.0,905904360.0,12946685.0,50242800.0,3365100.0,3821269.0,0.0,78456960.0,1154668621.0,2234243.25,0.0,2211640038.25,0.4096075058926918,0.00585388434649804,0.022717440058534807,0.0015215405499091506,0.0017277987981369916,0.0,0.035474561250066934,0.5220870489908712,0.0010102201132910784,0.0,49.0,400000000.0,1944485214.0,18000000.0,0.0,0.0,0.0,0.0,2362485214.0,0.16931322898006507,0.8230676757158321,0.007619095304102928,0.0,0.0,0.0,0.0,valle,cali,VALLE,CALI,1820840.0,2630764028.0,1.0,SI,263076402.8,0.8406835484714177,7.391332682461324,4.116008115466371
alvaro_andres_osorio_valencia,Alcaldia_fun,M,Caldas,Palestina,Agrupacion Politica,PARTIDO POLITICO GENTE EN MOVIMIENTO,35.0,29200000.0,0.0,0.0,8000000.0,24000000.0,0.0,2100000.0,25959219.0,0.0,0.0,89259219.0,0.32713707701161937,0.0,0.0,0.08962659644153956,0.26887978932461865,0.0,0.023526981565904135,0.29082955565631824,0.0,0.0,7.0,110000000.0,19259219.0,0.0,0.0,0.0,0.0,0.0,129259219.0,0.8510031303840695,0.14899686961593045,0.0,0.0,0.0,0.0,0.0,caldas,palestina,CALDAS,PALESTINA,15362.0,144319596.0,1.0,NO,14431959.600000001,0.6184830159862698,1.3344839878847774,0.9764835019355236
alvaro_anibal_carvajal_ochoa,Alcaldia_fun,M,Antioquia,Jardín,Agrupacion Politica,PARTIDO CONSERVADOR COLOMBIANO,14.0,3289000.0,800000.0,9510400.0,0.0,1904598.0,0.0,0.0,0.0,0.0,0.0,15503998.0,0.21213883025526706,0.05159959385959673,0.613415971802886,0.0,0.12284560408225027,0.0,0.0,0.0,0.0,0.0,1.0,13903998.0,0.0,0.0,0.0,0.0,0.0,0.0,13903998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,antioquia,jardin,ANTIOQUIA,JARDIN,13225.0,144319596.0,1.0,NO,14431959.600000001,0.10742822478521905,0.0,0.05371411239260952
alvaro_arias_velasquez,Alcaldia_fun,M,Quindío,Armenia,Coalicion Politica,ARMENIA NOS MUEVE,46.0,7500000.0,144794.0,0.0,6911600.0,6913103.0,0.0,18000000.0,38414644.0,332759.0,0.0,78216900.0,0.09588720596188292,0.0018511856133393166,0.0,0.08836453503015333,0.0883837508262281,0.0,0.230129294308519,0.4911297174907213,0.004254310769156026,0.0,10.0,56203000.0,21000000.0,0.0,0.0,0.0,0.0,0.0,77203000.0,0.7279898449542116,0.27201015504578835,0.0,0.0,0.0,0.0,0.0,quindio,armenia,QUINDIO,ARMENIA,273196.0,1862410015.0,1.0,SI,186241001.5,0.0419976800865732,0.11275712561071038,0.0773774028486418
alvaro_augusto_prada_rueda,Alcaldia_fun,M,Tolima,Guamo,Agrupacion Politica,PARTIDO CONSERVADOR COLOMBIANO,30.0,21810600.0,0.0,33765500.0,101160000.0,19325000.0,4200000.0,1200000.0,36555840.0,0.0,0.0,218016940.0,0.10004085003669898,0.0,0.15487557985173078,0.4640006414180476,0.08863990110126305,0.019264558065992487,0.005504159447426425,0.16767431007884065,0.0,0.0,6.0,216000000.0,0.0,0.0,0.0,0.0,0.0,0.0,216000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tolima,guamo,TOLIMA,GUAMO,26334.0,274894466.0,1.0,SI,27489446.6,0.7930932301852887,0.0,0.39654661509264433
alvaro_bermudez_barrero,Alcaldia_fun,M,Meta,Cubarral,Agrupacion Politica,PARTIDO COLOMBIA RENACIENTE,22.0,15600000.0,2340000.0,7738500.0,3649300.0,220958.0,0.0,7500000.0,0.0,130632.0,0.0,37179390.0,0.4195873036109522,0.06293809554164283,0.208139509550856,0.09815384276073384,0.005943023809696716,0.0,0.20172466519757318,0.0,0.0035135595285452504,0.0,8.0,34885890.0,150000.0,0.0,0.0,0.0,0.0,0.0,35035890.0,0.9957186759063349,0.004281324093665096,0.0,0.0,0.0,0.0,0.0,meta,cubarral,META,CUBARRAL,5768.0,144319596.0,1.0,NO,14431959.600000001,0.2576184456613917,0.010393598939952686,0.13400602230067218
alvaro_bernal_parra,Alcaldia_fun,M,Cundinamarca,Facatativá,Coalicion Politica,ES EL MOMENTO DE LA EXPERIENCIA,26.0,36551680.0,680000.0,3856000.0,14563600.0,9900000.0,0.0,10000000.0,38340000.0,331720.0,0.0,114223000.0,0.3200028015373436,0.005953266855186784,0.03375852499058859,0.1275014664297033,0.08667256156816053,0.0,0.08754804198804093,0.33565919298214897,0.002904143648827294,0.0,7.0,101900000.0,9000000.0,0.0,0.0,0.0,0.0,0.0,110900000.0,0.9188458070333634,0.0811541929666366,0.0,0.0,0.0,0.0,0.0,cundinamarca,facatativa,CUNDINAMARCA,FACATATIVA,100990.0,1647076017.0,1.0,SI,164707601.70000002,0.06934895464512128,0.05464228673788041,0.061995620691500844
alvaro_bohorquez_osma,Alcaldia_fun,M,Tolima,Mariquita,Agrupacion Politica,PARTIDO LIBERAL COLOMBIANO,31.0,2278650.0,2000000.0,15155200.0,0.0,967900.0,0.0,2500000.0,0.0,0.0,3417449.0,26319199.0,0.08657748284816723,0.07599015456359443,0.5758229952210931,0.0,0.036775435301051526,0.0,0.09498769320449305,0.0,0.0,0.12984623886160063,32.0,0.0,0.0,26319199.0,0.0,0.0,0.0,0.0,26319199.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,tolima,mariquita,TOLIMA,MARIQUITA,30298.0,274894466.0,1.0,SI,27489446.6,0.09574292048498349,0.0,0.047871460242491747
alvaro_cardozo_riaño,Alcaldia_fun,M,Norte de Santander,Gramalote,Agrupacion Politica,PARTIDO CONSERVADOR COLOMBIANO,3.0,300000.0,0.0,5020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5320000.0,0.05639097744360902,0.0,0.943609022556391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5020000.0,300000.0,0.0,0.0,0.0,0.0,0.0,5320000.0,0.943609022556391,0.05639097744360902,0.0,0.0,0.0,0.0,0.0,norte de santander,gramalote,NORTE DE SANTANDER,GRAMALOTE,5802.0,144319596.0,1.0,NO,14431959.600000001,0.03686263090703219,0.02078719787990537,0.028824914393468782
alvaro_castañeda_duarte,Alcaldia_fun,M,Casanare,Yopal,Agrupacion Politica,PARTIDO COLOMBIA RENACIENTE,10.0,9000000.0,0.0,0.0,0.0,3600000.0,0.0,0.0,10711500.0,0.0,0.0,23311500.0,0.38607554211440703,0.0,0.0,0.0,0.15443021684576283,0.0,0.0,0.4594942410398301,0.0,0.0,11.0,44417500.0,12600000.0,0.0,0.0,0.0,0.0,0.0,57017500.0,0.7790152146270882,0.22098478537291183,0.0,0.0,0.0,0.0,0.0,casanare,yopal,CASANARE,YOPAL,126215.0,1647076017.0,1.0,SI,164707601.70000002,0.014153262969889993,0.07649920143303257,0.04532623220146128
alvaro_corredor_rubio,Alcaldia_fun,M,Norte de Santander,Lourdes,Agrupacion Politica,PARTIDO LIBERAL COLOMBIANO,7.0,0.0,0.0,0.0,16800000.0,0.0,0.0,100000.0,3200000.0,0.0,0.0,20100000.0,0.0,0.0,0.0,0.835820895522388,0.0,0.0,0.004975124378109453,0.15920398009950248,0.0,0.0,3.0,20000000.0,200000.0,20000000.0,0.0,0.0,0.0,0.0,40200000.0,0.4975124378109453,0.004975124378109453,0.4975124378109453,0.0,0.0,0.0,0.0,norte de santander,lourdes,NORTE DE SANTANDER,LOURDES,3694.0,144319596.0,1.0,NO,14431959.600000001,0.139274225795366,0.013858131919936914,0.07656617885765146
alvaro_de_jesus_giraldo_garcia,Alcaldia_fun,M,Antioquia,San Rafael,Agrupacion Politica,PARTIDO POLITICO DIGNIDAD & COMPROMISO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,antioquia,san rafael,ANTIOQUIA,SAN RAFAEL,13422.0,144319596.0,1.0,NO,14431959.600000001,0.006929065959968458,0.10393598939952686,0.05543252767974766
alvaro_efrain_contreras_baez,Alcaldia_fun,M,Nariño,Ipiales,Coalicion Politica,PACTO HISTORICO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651500.0,0.0,0.0,1651500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,narino,ipiales,NARIÑO,IPIALES,103403.0,1647076017.0,1.0,SI,164707601.70000002,0.0010026859616401056,0.0,0.0005013429808200528
